id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
C3,869951035740095,4041,863,921,956,574,17.5,18.3125,100,167,"2022-10-20  02:42:07"
C3,869951035740095,4010,864,922,958,574,17.625,18.5625,99,166,"2022-10-20  02:48:16"
C3,869951035740095,4014,865,924,959,574,17.8125,18.75,101,170,"2022-10-20  02:54:18"
C3,869951035740095,4011,864,919,947,572,18,18.9375,101,169,"2022-10-20  03:00:08"
C3,869951035740095,4063,865,922,950,573,18.125,19.125,101,170,"2022-10-20  03:05:59"
C3,869951035740095,4059,865,921,944,573,18.3125,19.3125,101,171,"2022-10-20  03:12:01"
C3,869951035740095,4013,865,924,944,572,18.5,19.5625,100,171,"2022-10-20  03:17:57"
C3,869951035740095,4009,867,922,946,573,18.625,19.6875,99,170,"2022-10-20  03:23:53"
C3,869951035740095,4064,867,921,934,572,18.8125,19.9375,100,173,"2022-10-20  03:29:55"
C3,869951035740095,4042,867,921,931,572,18.875,20.125,100,173,"2022-10-20  03:35:58"
C3,869951035740095,4065,868,924,935,573,19.125,20.3125,100,174,"2022-10-20  03:42:10"
C3,869951035740095,4062,868,922,928,572,19.25,20.5,101,175,"2022-10-20  03:48:02"
C3,869951035740095,4065,869,922,927,572,19.4375,20.75,100,176,"2022-10-20  03:53:52"
C3,869951035740095,4065,868,922,922,571,19.625,20.875,99,172,"2022-10-20  03:59:55"
C3,869951035740095,4021,870,922,932,572,19.75,21.125,100,176,"2022-10-20  04:05:45"
C3,869951035740095,4064,869,920,912,571,19.9375,21.25,99,174,"2022-10-20  04:11:48"
C3,869951035740095,4020,870,921,912,571,20.3125,21.625,99,178,"2022-10-20  04:23:56"
C3,869951035740095,4065,871,923,913,571,20.4375,21.8125,100,178,"2022-10-20  04:29:47"
C3,869951035740095,4006,871,922,911,572,20.625,21.9375,100,178,"2022-10-20  04:35:38"
C3,869951035740095,4004,872,923,914,571,20.8125,22.125,101,178,"2022-10-20  04:41:34"
C3,869951035740095,4048,871,919,900,571,21,22.25,99,177,"2022-10-20  04:47:25"
C3,869951035740095,4059,871,920,900,571,21.125,22.375,100,180,"2022-10-20  04:53:16"
C3,869951035740095,4050,871,921,896,571,21.25,22.5625,100,180,"2022-10-20  04:59:19"
C3,869951035740095,4014,872,921,896,570,21.4375,22.75,100,181,"2022-10-20  05:05:22"
C3,869951035740095,4013,872,921,899,571,21.625,22.875,98,178,"2022-10-20  05:11:19"
C3,869951035740095,4073,808,1023,788,692,21.6875,23,100,182,"2022-10-20  05:15:26"
C3,869951035740095,4073,758,1023,735,724,21.75,23.0625,100,182,"2022-10-20  05:17:31"
C3,869951035740095,3982,712,1023,691,775,21.875,23.25,100,182,"2022-10-20  05:25:00"
C3,869951035740095,4075,816,1020,771,699,22.0625,23.3125,100,183,"2022-10-20  05:27:24"
C3,869951035740095,4038,873,922,885,571,22.1875,23.4375,100,183,"2022-10-20  05:33:16"
C3,869951035740095,4032,769,1023,833,829,24,24.9375,98,185,"2022-10-20  07:34:36"
C3,869951035740095,4063,892,899,1019,598,23.875,24.875,99,186,"2022-10-20  07:40:37"
C3,869951035740095,4081,890,905,978,591,23.875,24.8125,98,183,"2022-10-20  07:46:26"
C3,869951035740095,4097,886,906,958,587,23.875,24.8125,100,185,"2022-10-20  07:52:27"
C3,869951035740095,4096,884,906,946,586,23.875,24.6875,99,185,"2022-10-20  07:58:17"
C3,869951035740095,4102,885,910,937,585,23.875,24.625,100,186,"2022-10-20  08:04:18"
C3,869951035740095,4053,883,909,929,584,23.8125,24.5625,100,185,"2022-10-20  08:10:27"
C3,869951035740095,4061,882,909,927,583,23.8125,24.5625,100,185,"2022-10-20  08:16:17"
C3,869951035740095,4102,881,910,921,583,23.75,24.4375,99,184,"2022-10-20  08:22:06"
C3,869951035740095,4104,881,910,916,583,23.75,24.3125,99,184,"2022-10-20  08:28:07"
C3,869951035740095,4104,879,911,910,581,23.6875,24.25,99,182,"2022-10-20  08:34:21"
C3,869951035740095,4104,880,911,910,582,23.625,24.125,100,184,"2022-10-20  08:40:22"
C3,869951035740095,4104,879,911,913,581,23.625,24.0625,98,183,"2022-10-20  08:46:11"
C3,869951035740095,4100,878,910,899,581,23.5625,24,100,183,"2022-10-20  08:52:12"
C3,869951035740095,4095,878,910,900,581,23.4375,23.875,100,183,"2022-10-20  08:58:13"
C3,869951035740095,4104,878,912,895,580,23.4375,23.75,99,182,"2022-10-20  09:04:14"
C3,869951035740095,4046,878,914,883,579,23.375,23.6875,99,180,"2022-10-20  09:10:08"
C3,869951035740095,4093,876,911,869,577,23.3125,23.5625,98,181,"2022-10-20  09:15:57"
C3,869951035740095,4102,877,913,868,577,23.25,23.5,100,182,"2022-10-20  09:21:47"
C3,869951035740095,4076,876,913,867,577,23.25,23.4375,100,180,"2022-10-20  09:27:37"
C3,869951035740095,4107,875,912,864,576,23.125,23.3125,99,181,"2022-10-20  09:33:26"
C3,869951035740095,4108,875,913,865,576,23.0625,23.1875,99,180,"2022-10-20  09:39:27"
C3,869951035740095,4106,875,913,858,576,22.9375,23.0625,99,180,"2022-10-20  09:45:16"
C3,869951035740095,4074,873,913,856,576,22.875,23,100,180,"2022-10-20  09:51:17"
C3,869951035740095,4104,874,913,860,576,22.8125,22.875,100,179,"2022-10-20  09:57:18"
C3,869951035740095,4107,873,913,853,575,22.6875,22.8125,99,178,"2022-10-20  10:03:29"
C3,869951035740095,4062,872,912,846,575,22.6875,22.75,97,176,"2022-10-20  10:09:35"
C3,869951035740095,4107,873,914,845,574,22.5625,22.625,100,178,"2022-10-20  10:15:42"
C3,869951035740095,4072,873,915,846,575,22.5,22.5,99,178,"2022-10-20  10:21:31"
C3,869951035740095,4053,872,915,847,575,22.4375,22.4375,99,177,"2022-10-20  10:27:43"
C3,869951035740095,4069,871,914,841,574,22.375,22.375,100,177,"2022-10-20  10:33:37"
C3,869951035740095,4069,871,913,840,574,22.25,22.25,98,174,"2022-10-20  10:39:32"
C3,869951035740095,4101,870,913,836,573,22.25,22.1875,97,175,"2022-10-20  10:45:33"
C3,869951035740095,4110,869,912,832,574,22.1875,22.0625,99,176,"2022-10-20  10:51:34"
C3,869951035740095,4065,871,916,841,574,22.125,21.9375,100,175,"2022-10-20  10:57:28"
C3,869951035740095,4072,870,914,849,574,22.125,21.8125,100,173,"2022-10-20  11:03:22"
C3,869951035740095,4061,869,915,925,580,22.0625,21.5,103,176,"2022-10-20  11:09:11"
C3,869951035740095,4070,871,919,989,588,22,20.8125,101,171,"2022-10-20  11:15:05"
C3,869951035740095,4110,865,919,1019,591,21.9375,19.6875,103,169,"2022-10-20  11:21:16"
C3,869951035740095,4078,864,919,1023,593,21.875,18.375,105,167,"2022-10-20  11:27:05"
C3,869951035740095,4061,865,915,1023,594,21.625,17.5,104,164,"2022-10-20  11:32:59"
C3,869951035740095,4076,862,907,1023,595,21.3125,16.75,104,161,"2022-10-20  11:38:48"
C3,869951035740095,4111,843,895,1023,596,20.6875,16.375,104,159,"2022-10-20  11:44:37"
C3,869951035740095,4113,810,886,1023,595,19.75,16,104,160,"2022-10-20  11:50:26"
C3,869951035740095,4072,794,872,1023,591,18.625,15.75,104,158,"2022-10-20  11:56:15"
C3,869951035740095,4113,791,870,1023,590,17.6875,15.625,103,159,"2022-10-20  12:02:03"
C3,869951035740095,4096,782,864,1023,588,17,15.5625,104,158,"2022-10-20  12:07:59"
C3,869951035740095,4114,769,854,982,583,16,15.375,102,154,"2022-10-20  12:19:58"
C3,869951035740095,4114,769,854,982,583,16,15.375,102,154,"2022-10-20  12:20:00"
C3,869951035740095,4070,769,856,956,582,15.8125,15.3125,103,157,"2022-10-20  12:25:49"
C3,869951035740095,4116,764,846,930,578,15.625,15.25,104,157,"2022-10-20  12:31:38"
C3,869951035740095,4114,758,837,913,575,15.5,15.1875,103,157,"2022-10-20  12:37:38"
C3,869951035740095,4113,758,838,908,574,15.375,15.1875,103,157,"2022-10-20  12:43:26"
C3,869951035740095,4069,749,837,898,573,15.25,15.125,105,156,"2022-10-20  12:49:21"
C3,869951035740095,4112,750,843,903,571,15.3125,15.0625,103,154,"2022-10-20  12:55:10"
C3,869951035740095,4114,747,849,920,571,15.1875,15,104,155,"2022-10-20  13:01:10"
C3,869951035740095,4074,736,845,925,567,15.125,15,104,156,"2022-10-20  13:07:10"
C3,869951035740095,4114,737,850,951,570,15.125,15,102,153,"2022-10-20  13:13:10"
C3,869951035740095,4115,731,842,987,573,15.0625,14.9375,105,156,"2022-10-20  13:19:10"
C3,869951035740095,4065,727,842,1011,577,15.0625,14.9375,104,155,"2022-10-20  13:25:04"
C3,869951035740095,4114,718,834,1009,574,15,15,103,153,"2022-10-20  13:30:52"
C3,869951035740095,4075,722,839,1023,581,14.9375,15,104,155,"2022-10-20  13:36:58"
C3,869951035740095,4115,721,830,1023,581,14.9375,14.9375,104,155,"2022-10-20  13:42:47"
C3,869951035740095,4116,723,830,1023,581,14.9375,14.9375,104,156,"2022-10-20  13:48:47"
C3,869951035740095,4116,724,833,1023,582,14.875,14.9375,104,156,"2022-10-20  13:54:47"
C3,869951035740095,4115,726,833,1023,583,14.9375,14.9375,105,156,"2022-10-20  14:00:35"
C3,869951035740095,4083,733,835,1023,587,14.9375,14.9375,104,156,"2022-10-20  14:06:35"
C3,869951035740095,4079,732,831,1023,585,14.875,14.875,105,156,"2022-10-20  14:12:29"
C3,869951035740095,4117,738,836,1023,585,14.9375,14.875,105,155,"2022-10-20  14:18:29"
C3,869951035740095,4117,746,843,1023,586,14.875,14.8125,104,156,"2022-10-20  14:30:14"
C3,869951035740095,4045,751,847,1023,587,14.8125,14.8125,105,156,"2022-10-20  14:36:03"
C3,869951035740095,4079,756,847,1023,586,14.8125,14.8125,105,155,"2022-10-20  14:41:51"
C3,869951035740095,4073,760,865,1023,585,14.8125,14.8125,105,156,"2022-10-20  14:47:51"
C3,869951035740095,4117,765,878,1023,587,14.8125,14.8125,105,156,"2022-10-20  14:53:51"
C3,869951035740095,4094,766,883,1023,587,14.8125,14.8125,101,156,"2022-10-20  14:59:39"
C3,869951035740095,4066,765,881,1023,586,14.75,14.8125,101,155,"2022-10-20  15:05:40"
C3,869951035740095,4116,766,884,1023,588,14.75,14.8125,101,155,"2022-10-20  15:11:29"
C3,869951035740095,4072,765,880,1023,587,14.8125,14.75,101,156,"2022-10-20  15:17:22"
C3,869951035740095,4077,766,881,1023,588,14.75,14.8125,101,156,"2022-10-20  15:23:22"
C3,869951035740095,4066,766,879,1023,587,14.75,14.75,101,155,"2022-10-20  15:35:32"
C3,869951035740095,4114,764,879,1023,585,14.6875,14.75,101,153,"2022-10-20  15:41:32"
C3,869951035740095,4085,768,882,1023,588,14.6875,14.75,102,154,"2022-10-20  15:47:32"
C3,869951035740095,4084,767,879,1023,587,14.6875,14.6875,102,155,"2022-10-20  15:53:32"
C3,869951035740095,4083,771,879,1023,589,14.6875,14.6875,102,155,"2022-10-20  15:59:33"
C3,869951035740095,4076,768,879,1023,587,14.6875,14.6875,102,154,"2022-10-20  16:05:26"
C3,869951035740095,4116,765,874,1023,585,14.6875,14.6875,102,155,"2022-10-20  16:11:26"
C3,869951035740095,4116,767,877,1023,586,14.625,14.6875,101,155,"2022-10-20  16:17:15"
C3,869951035740095,4118,768,878,1023,586,14.625,14.6875,102,154,"2022-10-20  16:23:04"
C3,869951035740095,4075,768,877,1023,586,14.625,14.625,102,155,"2022-10-20  16:28:57"
C3,869951035740095,4114,768,876,1023,586,14.625,14.625,101,154,"2022-10-20  16:34:45"
C3,869951035740095,4084,769,877,1023,587,14.625,14.625,102,155,"2022-10-20  16:40:34"
C3,869951035740095,4075,769,876,1023,586,14.625,14.625,102,155,"2022-10-20  16:46:48"
C3,869951035740095,4092,770,877,1023,586,14.5625,14.5625,102,154,"2022-10-20  16:52:37"
C3,869951035740095,4116,769,875,1023,586,14.5625,14.5625,101,155,"2022-10-20  16:58:37"
C3,869951035740095,4116,770,877,1023,587,14.5625,14.5625,102,155,"2022-10-20  17:04:25"
C3,869951035740095,4075,770,877,1023,586,14.5625,14.5625,101,155,"2022-10-20  17:10:19"
C3,869951035740095,4105,771,873,1023,586,14.5,14.5,102,155,"2022-10-20  17:16:08"
C3,869951035740095,4075,773,879,1023,587,14.5625,14.5,102,154,"2022-10-20  17:22:01"
C3,869951035740095,4117,770,875,1023,585,14.5,14.4375,101,155,"2022-10-20  17:28:01"
C3,869951035740095,4112,773,878,1023,588,14.5,14.5,101,154,"2022-10-20  17:34:12"
C3,869951035740095,4075,772,877,1023,586,14.5,14.5,101,154,"2022-10-20  17:40:05"
C3,869951035740095,4117,776,879,1023,587,14.5,14.4375,101,154,"2022-10-20  17:46:05"
C3,869951035740095,4117,771,875,1023,586,14.5,14.5,100,151,"2022-10-20  17:52:16"
C3,869951035740095,4116,772,874,1023,585,14.5,14.5,102,154,"2022-10-20  17:58:05"
C3,869951035740095,4078,771,875,1023,585,14.4375,14.4375,102,153,"2022-10-20  18:03:58"
C3,869951035740095,4117,771,873,1023,584,14.4375,14.4375,102,154,"2022-10-20  18:09:47"
C3,869951035740095,4116,772,875,1023,584,14.4375,14.4375,102,153,"2022-10-20  18:15:47"
C3,869951035740095,4080,770,875,1023,584,14.4375,14.4375,102,154,"2022-10-20  18:21:35"
C3,869951035740095,4089,773,876,1023,585,14.375,14.375,102,154,"2022-10-20  18:27:24"
C3,869951035740095,4118,773,875,1023,585,14.4375,14.375,102,155,"2022-10-20  18:33:24"
C3,869951035740095,4116,773,875,1023,585,14.375,14.375,102,154,"2022-10-20  18:39:24"
C3,869951035740095,4118,776,879,1023,586,14.375,14.375,102,154,"2022-10-20  18:45:12"
C3,869951035740095,4119,774,875,1023,583,14.4375,14.3125,101,152,"2022-10-20  18:51:12"
C3,869951035740095,4078,773,875,1023,583,14.375,14.3125,100,154,"2022-10-20  18:57:12"
C3,869951035740095,4074,774,876,1023,583,14.375,14.25,102,154,"2022-10-20  19:03:07"
C3,869951035740095,4116,774,875,1023,582,14.375,14.25,102,154,"2022-10-20  19:09:07"
C3,869951035740095,4118,775,874,1022,582,14.375,14.25,102,154,"2022-10-20  19:15:07"
C3,869951035740095,4118,774,875,1017,583,14.3125,14.3125,102,154,"2022-10-20  19:20:56"
C3,869951035740095,4116,777,880,1020,583,14.3125,14.1875,102,154,"2022-10-20  19:26:44"
C3,869951035740095,4117,776,876,1018,583,14.3125,14.25,101,154,"2022-10-20  19:32:44"
C3,869951035740095,4077,775,875,1017,582,14.3125,14.1875,100,151,"2022-10-20  19:38:32"
C3,869951035740095,4114,774,874,1012,582,14.3125,14.1875,102,154,"2022-10-20  19:44:43"
C3,869951035740095,4117,776,875,1012,581,14.3125,14.25,102,154,"2022-10-20  19:50:43"
C3,869951035740095,4117,776,874,1010,581,14.3125,14.1875,101,153,"2022-10-20  19:56:32"
C3,869951035740095,4102,776,875,1016,581,14.25,14.1875,102,154,"2022-10-20  20:02:32"
C3,869951035740095,4117,775,874,999,581,14.3125,14.1875,100,152,"2022-10-20  20:08:33"
C3,869951035740095,4087,774,875,1002,580,14.25,14.1875,101,154,"2022-10-20  20:14:33"
C3,869951035740095,4089,776,875,1003,580,14.3125,14.1875,102,153,"2022-10-20  20:20:33"
C3,869951035740095,4112,779,877,1015,583,14.3125,14.1875,102,154,"2022-10-20  20:26:33"
C3,869951035740095,4066,778,877,998,581,14.3125,14.25,102,154,"2022-10-20  20:32:22"
C3,869951035740095,4090,775,871,992,579,14.25,14.1875,101,154,"2022-10-20  20:38:11"
C3,869951035740095,4089,779,877,997,581,14.25,14.1875,101,154,"2022-10-20  20:44:22"
C3,869951035740095,4115,776,873,992,580,14.25,14.25,100,152,"2022-10-20  20:50:11"
C3,869951035740095,4115,779,876,994,581,14.3125,14.25,102,154,"2022-10-20  20:56:12"
C3,869951035740095,4070,778,874,992,580,14.375,14.25,102,154,"2022-10-20  21:02:05"
C3,869951035740095,4116,782,879,991,581,14.375,14.25,101,154,"2022-10-20  21:14:18"
C3,869951035740095,4116,780,878,987,580,14.4375,14.3125,102,154,"2022-10-20  21:20:18"
C3,869951035740095,4083,777,875,975,579,14.375,14.3125,101,154,"2022-10-20  21:26:31"
C3,869951035740095,4070,781,877,981,579,14.4375,14.375,102,154,"2022-10-20  21:32:24"
C3,869951035740095,4114,782,878,987,579,14.4375,14.4375,101,154,"2022-10-20  21:38:19"
C3,869951035740095,4063,780,876,979,579,14.4375,14.4375,102,154,"2022-10-20  21:44:12"
C3,869951035740095,4115,781,875,977,578,14.5,14.5,102,155,"2022-10-20  21:50:01"
C3,869951035740095,4077,783,877,974,579,14.5,14.5,101,155,"2022-10-20  21:56:01"
C3,869951035740095,4115,784,880,980,580,14.5625,14.5,102,155,"2022-10-20  22:02:01"
C3,869951035740095,4058,783,880,972,578,14.5625,14.5625,100,153,"2022-10-20  22:07:55"
C3,869951035740095,4115,780,876,969,576,14.6875,14.625,102,155,"2022-10-20  22:13:44"
C3,869951035740095,4113,784,878,970,579,14.6875,14.6875,101,154,"2022-10-20  22:19:44"
C3,869951035740095,4115,784,877,969,578,14.6875,14.6875,101,156,"2022-10-20  22:25:33"
C3,869951035740095,4084,783,872,960,578,14.6875,14.75,100,154,"2022-10-20  22:31:29"
C3,869951035740095,4070,784,876,964,577,14.8125,14.8125,102,156,"2022-10-20  22:37:22"
C3,869951035740095,4114,783,876,960,578,14.8125,14.8125,102,156,"2022-10-20  22:43:11"
C3,869951035740095,4110,786,878,962,578,14.8125,14.9375,102,156,"2022-10-20  22:49:00"
C3,869951035740095,4066,784,876,953,576,14.9375,15.0625,99,154,"2022-10-20  23:01:05"
C3,869951035740095,4114,787,876,960,577,15,15.0625,102,157,"2022-10-20  23:06:54"
C3,869951035740095,4113,788,876,956,577,15.0625,15.1875,102,157,"2022-10-20  23:12:44"
C3,869951035740095,4085,790,878,958,578,15.0625,15.3125,102,157,"2022-10-20  23:18:33"
C3,869951035740095,4107,790,879,953,577,15.1875,15.375,101,158,"2022-10-20  23:24:33"
C3,869951035740095,4113,789,878,952,577,15.25,15.4375,102,157,"2022-10-20  23:30:34"
C3,869951035740095,4113,790,878,951,577,15.3125,15.5,101,158,"2022-10-20  23:36:36"
C3,869951035740095,4106,791,880,952,577,15.4375,15.625,102,159,"2022-10-20  23:42:37"
C3,869951035740095,4108,793,881,955,577,15.4375,15.6875,102,159,"2022-10-20  23:48:38"
C3,869951035740095,4111,792,879,946,577,15.5,15.875,99,157,"2022-10-20  23:54:39"
C3,869951035740095,4091,788,875,936,576,15.625,15.9375,102,160,"2022-10-21  00:00:29"
C3,869951035740095,4075,793,879,944,576,15.6875,16.0625,101,159,"2022-10-21  00:06:30"
C3,869951035740095,4108,793,880,942,576,15.8125,16.25,99,157,"2022-10-21  00:12:19"
C3,869951035740095,4069,793,879,942,576,15.9375,16.3125,100,158,"2022-10-21  00:18:09"
C3,869951035740095,4106,794,880,938,576,16,16.4375,102,161,"2022-10-21  00:24:10"
C3,869951035740095,4100,793,877,937,576,16.125,16.5625,101,161,"2022-10-21  00:30:05"
C3,869951035740095,4105,795,880,934,575,16.1875,16.6875,100,162,"2022-10-21  00:35:55"
C3,869951035740095,4095,796,881,935,576,16.3125,16.8125,101,162,"2022-10-21  00:41:56"
C3,869951035740095,4095,794,877,922,574,16.5,16.9375,99,161,"2022-10-21  00:47:46"
C3,869951035740095,4101,797,881,925,575,16.5625,17.0625,100,160,"2022-10-21  00:53:48"
C3,869951035740095,4102,796,881,922,575,16.75,17.25,100,162,"2022-10-21  00:59:49"
C3,869951035740095,4056,798,881,926,575,16.875,17.375,101,163,"2022-10-21  01:05:39"
C3,869951035740095,4098,799,883,920,575,17,17.5625,101,165,"2022-10-21  01:11:41"
C3,869951035740095,4078,799,879,920,575,17.0625,17.6875,101,164,"2022-10-21  01:17:37"
C3,869951035740095,4037,766,985,799,676,17.25,17.875,101,165,"2022-10-21  01:26:18"
C3,869951035740095,4055,771,983,823,666,17.3125,17.9375,100,164,"2022-10-21  01:29:36"
C3,869951035740095,4077,800,881,905,576,17.375,18.0625,101,165,"2022-10-21  01:34:58"
C3,869951035740095,4042,801,882,912,577,17.5,18.25,100,164,"2022-10-21  01:40:32"
C3,869951035740095,4021,802,882,910,577,17.625,18.375,101,166,"2022-10-21  01:46:06"
C3,869951035740095,4012,800,878,913,577,17.75,18.4375,101,168,"2022-10-21  01:51:28"
C3,869951035740095,4027,802,884,912,576,17.8125,18.5625,101,168,"2022-10-21  01:56:50"
C3,869951035740095,4034,802,880,912,576,17.9375,18.6875,101,169,"2022-10-21  02:02:12"
C3,869951035740095,4035,805,883,910,577,18,18.8125,100,166,"2022-10-21  02:07:35"
C3,869951035740095,4073,804,881,909,576,18.0625,18.9375,101,168,"2022-10-21  02:13:20"
C3,869951035740095,3987,805,882,906,576,18.1875,19.0625,101,168,"2022-10-21  02:18:58"
C3,869951035740095,4064,804,880,905,575,18.3125,19.125,99,166,"2022-10-21  02:24:21"
C3,869951035740095,4068,805,881,907,575,18.375,19.25,101,168,"2022-10-21  02:29:44"
C3,869951035740095,4046,805,879,915,576,18.5,19.375,101,170,"2022-10-21  02:35:06"
C3,869951035740095,4047,810,888,983,584,18.625,19.875,103,171,"2022-10-21  02:40:40"
C3,869951035740095,4016,818,901,1022,588,18.75,20.3125,102,172,"2022-10-21  02:46:14"
C3,869951035740095,4067,822,906,1023,591,18.875,20.3125,102,172,"2022-10-21  02:51:36"
C3,869951035740095,4019,824,908,1023,592,19.125,20.0625,102,169,"2022-10-21  02:56:58"
C3,869951035740095,4068,824,911,1023,592,19.3125,19.75,102,170,"2022-10-21  03:02:21"
C3,869951035740095,4074,826,914,1023,594,19.5625,19.5,101,170,"2022-10-21  03:07:43"
C3,869951035740095,4005,829,919,1023,596,19.875,19.5,104,168,"2022-10-21  03:13:18"
C3,869951035740095,4000,831,921,1023,598,20.125,19.4375,102,169,"2022-10-21  03:18:53"
C3,869951035740095,4021,833,922,1023,597,20.25,19.5,102,167,"2022-10-21  03:24:27"
C3,869951035740095,4035,834,923,1023,596,20.375,19.5625,103,170,"2022-10-21  03:30:08"
C3,869951035740095,4031,838,927,1023,599,20.4375,19.625,103,170,"2022-10-21  03:35:42"
C3,869951035740095,4017,839,925,1023,597,20.375,19.75,103,170,"2022-10-21  03:41:16"
C3,869951035740095,4021,841,927,1023,599,20.375,19.875,103,171,"2022-10-21  03:46:38"
C3,869951035740095,4011,841,925,1023,598,20.375,20.0625,103,170,"2022-10-21  03:52:05"
C3,869951035740095,4017,844,928,1023,599,20.3125,20.1875,103,169,"2022-10-21  03:57:39"
C3,869951035740095,4048,846,929,1023,598,20.3125,20.3125,103,171,"2022-10-21  04:03:13"
C3,869951035740095,4024,844,928,1023,597,20.375,20.4375,102,173,"2022-10-21  04:08:35"
C3,869951035740095,4026,848,930,1023,597,20.4375,20.5,101,173,"2022-10-21  04:14:15"
C3,869951035740095,4063,848,931,1023,599,20.5625,20.6875,101,174,"2022-10-21  04:19:37"
C3,869951035740095,4040,847,929,1023,597,20.625,20.75,101,174,"2022-10-21  04:24:59"
C3,869951035740095,4049,849,928,1023,599,20.75,20.875,101,175,"2022-10-21  04:30:22"
C3,869951035740095,4005,848,928,1023,597,20.8125,21,101,174,"2022-10-21  04:35:44"
C3,869951035740095,4012,847,927,1023,596,21,21.125,99,173,"2022-10-21  04:41:18"
C3,869951035740095,4053,848,926,1023,597,21.0625,21.3125,102,176,"2022-10-21  04:46:53"
C3,869951035740095,4060,848,927,1023,597,21.25,21.4375,101,176,"2022-10-21  04:52:15"
C3,869951035740095,4055,849,927,1023,598,21.375,21.625,101,176,"2022-10-21  04:57:38"
C3,869951035740095,4060,849,926,1023,596,21.5,21.6875,101,177,"2022-10-21  05:03:22"
C3,869951035740095,4062,849,926,1023,596,21.625,21.875,101,177,"2022-10-21  05:08:45"
C3,869951035740095,4062,850,925,1023,596,21.75,22,101,178,"2022-10-21  05:14:07"
C3,869951035740095,4061,850,925,1023,596,21.875,22.125,101,177,"2022-10-21  05:19:29"
C3,869951035740095,4056,852,926,1023,596,21.9375,22.1875,101,178,"2022-10-21  05:24:52"
C3,869951035740095,4062,851,927,1023,597,22.0625,22.3125,100,177,"2022-10-21  05:30:26"
C3,869951035740095,4008,851,924,1023,596,22.125,22.4375,102,179,"2022-10-21  05:35:48"
C3,869951035740095,4005,852,925,1023,596,22.25,22.5625,99,176,"2022-10-21  05:41:22"
C3,869951035740095,4043,851,926,1023,596,22.375,22.6875,100,179,"2022-10-21  05:46:51"
C3,869951035740095,4026,852,924,1023,595,22.375,22.75,101,179,"2022-10-21  05:52:26"
C3,869951035740095,4059,852,925,1023,596,22.4375,22.8125,101,180,"2022-10-21  05:58:00"
C3,869951035740095,4043,852,923,1023,594,22.5625,22.9375,101,180,"2022-10-21  06:03:22"
C3,869951035740095,4028,852,925,1023,595,22.625,23,101,180,"2022-10-21  06:08:49"
C3,869951035740095,4058,852,923,1023,595,22.75,23.125,100,180,"2022-10-21  06:14:23"
C3,869951035740095,4017,851,923,1023,594,22.8125,23.1875,99,179,"2022-10-21  06:19:45"
C3,869951035740095,4062,853,923,1023,594,22.875,23.25,101,180,"2022-10-21  06:25:19"
C3,869951035740095,4053,852,924,1023,595,22.9375,23.375,101,182,"2022-10-21  06:30:41"
