id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
S1,869951035740301,4122,909,872,1023,563,22,20.875,77,177,"2022-10-21  03:31:01"
S1,869951035740301,4122,911,876,1023,575,22,21.125,77,177,"2022-10-21  03:36:23"
S1,869951035740301,4122,910,875,1023,560,22.0625,21.25,77,177,"2022-10-21  03:41:57"
S1,869951035740301,4091,910,875,1023,545,22.125,21.375,77,177,"2022-10-21  03:47:32"
S1,869951035740301,4104,911,876,1023,551,22.1875,21.5,77,177,"2022-10-21  03:52:55"
S1,869951035740301,4117,909,874,1023,571,22.3125,21.75,77,178,"2022-10-21  04:03:48"
S1,869951035740301,4091,912,878,1023,569,22.4375,21.875,76,179,"2022-10-21  04:09:18"
S1,869951035740301,4087,912,878,1023,573,22.5,21.9375,78,180,"2022-10-21  04:14:40"
S1,869951035740301,4121,910,875,1023,564,22.6875,22.125,78,180,"2022-10-21  04:20:02"
S1,869951035740301,4112,911,876,1023,581,22.75,22.25,78,180,"2022-10-21  04:25:36"
S1,869951035740301,4108,909,874,1023,560,22.875,22.3125,78,181,"2022-10-21  04:30:58"
S1,869951035740301,4076,911,876,1023,581,23,22.375,78,180,"2022-10-21  04:36:26"
S1,869951035740301,4105,909,875,1023,562,23.0625,22.5,78,181,"2022-10-21  04:42:10"
S1,869951035740301,4105,912,876,1023,582,23.25,22.625,78,182,"2022-10-21  04:47:44"
S1,869951035740301,4121,911,877,1023,580,23.375,22.75,78,182,"2022-10-21  04:53:18"
S1,869951035740301,4093,912,877,1023,583,23.5,22.875,78,182,"2022-10-21  04:58:51"
S1,869951035740301,4114,913,879,1023,592,23.6875,23.0625,78,183,"2022-10-21  05:04:25"
S1,869951035740301,4122,912,877,1023,568,23.8125,23.125,77,183,"2022-10-21  05:09:53"
S1,869951035740301,4123,911,876,1023,578,23.875,23.1875,78,184,"2022-10-21  05:15:15"
S1,869951035740301,4105,912,877,1023,595,24,23.375,78,184,"2022-10-21  05:21:00"
S1,869951035740301,4083,910,876,1023,585,24.0625,23.4375,78,184,"2022-10-21  05:26:28"
S1,869951035740301,4122,911,877,1023,589,24.125,23.5625,78,185,"2022-10-21  05:31:50"
S1,869951035740301,4091,911,878,1023,588,24.1875,23.5625,77,185,"2022-10-21  05:37:13"
S1,869951035740301,4118,911,880,1023,597,24.25,23.6875,76,185,"2022-10-21  05:42:35"
S1,869951035740301,4084,911,878,1023,585,24.25,23.6875,75,184,"2022-10-21  05:48:02"
S1,869951035740301,4119,910,878,1023,588,24.3125,23.75,74,184,"2022-10-21  05:53:37"
S1,869951035740301,4116,911,878,1023,584,24.375,23.875,73,182,"2022-10-21  05:59:05"
S1,869951035740301,4116,911,878,1023,584,24.375,23.875,73,182,"2022-10-21  05:59:07"
S1,869951035740301,4110,911,878,1023,591,24.375,23.9375,72,182,"2022-10-21  06:04:29"
S1,869951035740301,4084,911,877,1023,588,24.4375,24,72,185,"2022-10-21  06:09:59"
S1,869951035740301,4116,912,880,1023,590,24.5,24.0625,71,186,"2022-10-21  06:15:22"
S1,869951035740301,4079,913,880,1023,576,24.5,24.0625,71,186,"2022-10-21  06:21:09"
S1,869951035740301,4073,912,880,1023,593,24.5625,24.125,70,185,"2022-10-21  06:26:51"
S1,869951035740301,4114,913,881,1023,579,24.5625,24.1875,68,183,"2022-10-21  06:32:25"
S1,869951035740301,4096,913,881,1023,596,24.5625,24.25,68,186,"2022-10-21  06:38:09"
S1,869951035740301,4087,914,882,1023,588,24.5625,24.3125,67,185,"2022-10-21  06:43:49"
S1,869951035740301,4121,913,881,1023,583,24.625,24.3125,67,185,"2022-10-21  06:49:12"
S1,869951035740301,4099,913,882,1023,588,24.5625,24.375,66,186,"2022-10-21  06:54:46"
S1,869951035740301,4088,913,882,1023,574,24.5625,24.4375,66,185,"2022-10-21  07:00:15"
S1,869951035740301,4117,913,882,1023,596,24.5625,24.4375,65,185,"2022-10-21  07:11:34"
S1,869951035740301,4108,913,882,1023,589,24.5,24.5,64,185,"2022-10-21  07:16:58"
S1,869951035740301,4083,913,882,1023,566,24.5,24.4375,64,185,"2022-10-21  07:22:32"
S1,869951035740301,4087,914,883,1023,585,24.5,24.5,64,185,"2022-10-21  07:28:14"
S1,869951035740301,4097,912,881,1023,557,24.4375,24.4375,64,185,"2022-10-21  07:33:49"
S1,869951035740301,4102,912,882,1023,576,24.4375,24.5,63,184,"2022-10-21  07:39:11"
S1,869951035740301,4085,913,884,1023,579,24.375,24.5,63,184,"2022-10-21  07:44:45"
S1,869951035740301,4083,913,882,1023,585,24.3125,24.5,63,184,"2022-10-21  07:50:32"
S1,869951035740301,4122,912,882,1023,571,24.3125,24.5,63,184,"2022-10-21  07:56:06"
S1,869951035740301,4123,912,882,1023,573,24.3125,24.4375,63,184,"2022-10-21  08:01:36"
S1,869951035740301,4123,912,882,1023,572,24.25,24.4375,63,184,"2022-10-21  08:07:20"
S1,869951035740301,4123,911,881,1023,574,24.1875,24.5,62,182,"2022-10-21  08:12:54"
S1,869951035740301,4119,912,882,1023,586,24.125,24.4375,63,184,"2022-10-21  08:18:16"
S1,869951035740301,4120,911,881,1023,574,24.125,24.4375,62,183,"2022-10-21  08:23:50"
S1,869951035740301,4119,910,880,1023,566,24.0625,24.375,62,183,"2022-10-21  08:29:35"
S1,869951035740301,4124,910,880,1023,586,24,24.375,62,182,"2022-10-21  08:35:09"
S1,869951035740301,4120,910,881,1023,577,23.875,24.375,62,183,"2022-10-21  08:40:43"
S1,869951035740301,4090,910,881,1023,558,23.8125,24.3125,62,183,"2022-10-21  08:46:11"
S1,869951035740301,4090,911,881,1023,564,23.75,24.25,62,182,"2022-10-21  08:51:38"
S1,869951035740301,4105,909,880,1023,585,23.625,24.1875,62,182,"2022-10-21  08:57:00"
S1,869951035740301,4115,910,882,1023,583,23.5625,24.125,61,182,"2022-10-21  09:02:28"
S1,869951035740301,4125,910,880,1023,570,23.5625,24.0625,62,181,"2022-10-21  09:08:03"
S1,869951035740301,4125,909,880,1023,573,23.4375,24,61,181,"2022-10-21  09:13:25"
S1,869951035740301,4125,907,882,1023,488,23.375,23.9375,61,180,"2022-10-21  09:19:10"
S1,869951035740301,4088,908,880,1023,558,23.25,23.9375,61,180,"2022-10-21  09:24:37"
S1,869951035740301,4111,909,879,1023,569,23.1875,23.875,62,180,"2022-10-21  09:29:59"
S1,869951035740301,4125,909,879,1023,572,23.125,23.8125,61,180,"2022-10-21  09:35:22"
S1,869951035740301,4107,908,879,1023,566,23.0625,23.75,61,180,"2022-10-21  09:40:56"
S1,869951035740301,4122,908,879,1023,562,22.9375,23.6875,61,177,"2022-10-21  09:46:30"
S1,869951035740301,4122,901,884,653,355,22.9375,23.625,61,179,"2022-10-21  09:51:59"
S1,869951035740301,4121,900,885,615,377,22.8125,23.5625,61,179,"2022-10-21  09:57:33"
S1,869951035740301,4092,899,885,598,363,22.75,23.5,61,179,"2022-10-21  10:03:01"
S1,869951035740301,4090,897,886,627,366,22.6875,23.5,61,178,"2022-10-21  10:08:28"
S1,869951035740301,4113,899,885,674,374,22.625,23.375,61,179,"2022-10-21  10:13:50"
S1,869951035740301,4105,901,886,693,409,22.5,23.375,61,178,"2022-10-21  10:19:12"
S1,869951035740301,4109,900,884,689,385,22.4375,23.3125,60,175,"2022-10-21  10:24:57"
S1,869951035740301,4123,898,883,682,366,22.375,23.1875,61,178,"2022-10-21  10:30:31"
S1,869951035740301,4124,899,883,685,387,22.3125,23.125,61,178,"2022-10-21  10:35:53"
S1,869951035740301,4110,900,885,686,408,22.25,23.125,61,177,"2022-10-21  10:41:15"
S1,869951035740301,4086,898,882,673,371,22.1875,23,60,175,"2022-10-21  10:46:43"
S1,869951035740301,4125,898,882,670,363,22.0625,22.9375,61,177,"2022-10-21  10:52:05"
S1,869951035740301,4116,899,883,673,385,22.0625,22.875,61,177,"2022-10-21  10:57:28"
S1,869951035740301,4086,896,881,674,389,21.9375,22.8125,67,174,"2022-10-21  11:03:17"
S1,869951035740301,4125,892,874,666,364,21.5625,22.8125,78,176,"2022-10-21  11:09:02"
S1,869951035740301,4121,892,872,661,350,21.125,22.75,79,174,"2022-10-21  11:14:47"
S1,869951035740301,4091,896,875,675,400,20.4375,22.6875,79,171,"2022-10-21  11:20:21"
S1,869951035740301,4084,893,872,664,371,19.6875,22.625,79,170,"2022-10-21  11:25:55"
S1,869951035740301,4118,890,867,657,345,18.875,22.5625,79,167,"2022-10-21  11:31:29"
S1,869951035740301,4091,890,868,672,399,18.125,22.4375,80,165,"2022-10-21  11:37:08"
S1,869951035740301,4126,879,851,652,336,17.5,22.25,80,164,"2022-10-21  11:42:30"
S1,869951035740301,4124,870,842,665,380,16.9375,21.875,80,162,"2022-10-21  11:48:04"
S1,869951035740301,4106,863,836,671,420,16.5625,21.3125,80,160,"2022-10-21  11:53:26"
S1,869951035740301,4074,847,820,651,336,16.3125,20.625,79,158,"2022-10-21  11:58:54"
S1,869951035740301,4084,848,819,670,382,16.125,19.875,80,159,"2022-10-21  12:04:21"
S1,869951035740301,4115,845,814,687,390,16.0625,19.1875,80,159,"2022-10-21  12:09:43"
S1,869951035740301,4113,842,804,770,433,15.9375,18.5625,80,159,"2022-10-21  12:15:05"
S1,869951035740301,4116,850,801,1023,594,15.875,17.875,80,159,"2022-10-21  12:20:40"
S1,869951035740301,4119,851,805,1023,594,15.8125,17.4375,80,159,"2022-10-21  12:26:25"
S1,869951035740301,4129,844,794,1023,579,15.8125,17.0625,80,158,"2022-10-21  12:31:59"
S1,869951035740301,4090,837,788,1023,535,15.6875,16.5625,81,159,"2022-10-21  12:43:24"
S1,869951035740301,4115,840,793,1023,559,15.6875,16.375,81,158,"2022-10-21  12:49:09"
S1,869951035740301,4127,837,790,1023,540,15.625,16.3125,80,158,"2022-10-21  12:54:54"
S1,869951035740301,4105,848,802,1023,557,15.625,16.25,81,159,"2022-10-21  13:00:21"
S1,869951035740301,4108,840,795,1023,521,15.5625,16.1875,80,158,"2022-10-21  13:05:55"
S1,869951035740301,4126,848,801,1023,545,15.625,16.0625,81,158,"2022-10-21  13:11:17"
S1,869951035740301,4127,850,805,1023,541,15.625,16.125,80,158,"2022-10-21  13:17:02"
S1,869951035740301,4127,852,809,1023,551,15.5625,16.0625,80,158,"2022-10-21  13:22:24"
S1,869951035740301,4106,851,807,1023,533,15.625,16,79,156,"2022-10-21  13:27:47"
S1,869951035740301,4125,850,808,1023,516,15.625,16.0625,80,158,"2022-10-21  13:33:21"
S1,869951035740301,4126,857,814,1023,554,15.6875,16.0625,80,158,"2022-10-21  13:44:29"
S1,869951035740301,4125,855,812,1023,554,15.6875,16.0625,81,159,"2022-10-21  13:50:02"
S1,869951035740301,4123,857,814,1023,536,15.6875,16,81,158,"2022-10-21  13:55:37"
S1,869951035740301,4127,857,815,1023,523,15.75,16,81,159,"2022-10-21  14:00:59"
S1,869951035740301,4124,859,817,1023,530,15.75,16,81,157,"2022-10-21  14:06:21"
