date_created_utc,C1_id,C1_legacy,C1_battery_mv,C1_upper_chameleon_ohms,C1_lower_chameleon_ohms,C1_upper_temperature_celcius,C1_lower_temperature_celcius,C1_smt_vwc_raw,C1_smt_temperature_raw,C1_upper_chameleon_centibar,C1_lower_chameleon_centibar,C1_smt_vwc_percentage,C1_smt_temperature_celcius,C1_upper_chameleon_raw_channel_a,C1_upper_chameleon_raw_channel_b,C1_lower_chameleon_raw_channel_a,C1_lower_chameleon_raw_channel_b,C2_id,C2_legacy,C2_battery_mv,C2_upper_chameleon_ohms,C2_lower_chameleon_ohms,C2_upper_temperature_celcius,C2_lower_temperature_celcius,C2_smt_vwc_raw,C2_smt_temperature_raw,C2_upper_chameleon_centibar,C2_lower_chameleon_centibar,C2_smt_vwc_percentage,C2_smt_temperature_celcius,C2_upper_chameleon_raw_channel_a,C2_upper_chameleon_raw_channel_b,C2_lower_chameleon_raw_channel_a,C2_lower_chameleon_raw_channel_b,C3_id,C3_legacy,C3_battery_mv,C3_upper_chameleon_ohms,C3_lower_chameleon_ohms,C3_upper_temperature_celcius,C3_lower_temperature_celcius,C3_smt_vwc_raw,C3_smt_temperature_raw,C3_upper_chameleon_centibar,C3_lower_chameleon_centibar,C3_smt_vwc_percentage,C3_smt_temperature_celcius,C3_upper_chameleon_raw_channel_a,C3_upper_chameleon_raw_channel_b,C3_lower_chameleon_raw_channel_a,C3_lower_chameleon_raw_channel_b,C4_id,C4_legacy,C4_battery_mv,C4_upper_chameleon_ohms,C4_lower_chameleon_ohms,C4_upper_temperature_celcius,C4_lower_temperature_celcius,C4_smt_vwc_raw,C4_smt_temperature_raw,C4_upper_chameleon_centibar,C4_lower_chameleon_centibar,C4_smt_vwc_percentage,C4_smt_temperature_celcius,C4_upper_chameleon_raw_channel_a,C4_upper_chameleon_raw_channel_b,C4_lower_chameleon_raw_channel_a,C4_lower_chameleon_raw_channel_b,C5_id,C5_legacy,C5_battery_mv,C5_upper_chameleon_ohms,C5_lower_chameleon_ohms,C5_upper_temperature_celcius,C5_lower_temperature_celcius,C5_smt_vwc_raw,C5_smt_temperature_raw,C5_upper_chameleon_centibar,C5_lower_chameleon_centibar,C5_smt_vwc_percentage,C5_smt_temperature_celcius,C5_upper_chameleon_raw_channel_a,C5_upper_chameleon_raw_channel_b,C5_lower_chameleon_raw_channel_a,C5_lower_chameleon_raw_channel_b,group_C_median_smt_vwc_percentage,group_C_mean_smt_vwc_percentage,group_C_stddev_smt_vwc_percentage
2022-10-12 15:14:03+11:00,C1,True,4059.0,11905.78,0.0,-127.0,-127.0,431.0,604.0,50.6191739274079,0.0,139.03225806451613,154.83870967741936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.03225806451613,139.03225806451613,
2022-10-12 15:25:16+11:00,C1,True,4059.0,11905.78,0.0,-127.0,-127.0,431.0,604.0,50.6191739274079,0.0,139.03225806451613,154.83870967741936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.03225806451613,139.03225806451613,
2022-10-12 15:36:41+11:00,C1,True,4054.0,12000.0,0.0,-127.0,-127.0,429.0,607.0,50.604466032640005,0.0,138.38709677419354,155.8064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.38709677419354,138.38709677419354,
2022-10-12 15:39:53+11:00,C1,True,4067.0,5406.626,0.0,-127.0,-127.0,780.0,836.0,8.662974839403466,0.0,251.6129032258065,229.67741935483872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.6129032258065,251.6129032258065,
2022-10-12 15:51:17+11:00,C1,True,4066.0,12047.41,0.0,-127.0,-127.0,441.0,613.0,50.59449331111811,0.0,142.25806451612902,157.74193548387098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.25806451612902,142.25806451612902,
2022-10-12 16:28:40+11:00,C1,True,4056.0,1598.64,2007.042,16.75,16.25,61.0,161.0,11.793247744245546,13.434762220389713,19.67741935483871,11.93548387096774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 16:40:05+11:00,C1,True,4059.0,1785.714,2835.634,16.8125,16.25,62.0,163.0,12.60273505460022,17.00243549810968,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 16:51:38+11:00,C1,True,4047.0,1799.308,2819.549,16.875,16.25,61.0,161.0,12.673115445093655,16.932473105821433,19.67741935483871,11.93548387096774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 17:02:50+11:00,C1,True,4056.0,1799.308,2819.549,16.875,16.3125,62.0,163.0,12.673115445093655,16.94890661758774,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 17:14:14+11:00,C1,True,4046.0,1812.933,2803.504,16.9375,16.375,62.0,163.0,12.743788903732892,16.89546960033031,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 17:25:25+11:00,C1,True,4056.0,1812.933,2803.504,16.9375,16.375,62.0,163.0,12.743788903732892,16.89546960033031,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 17:36:40+11:00,C1,True,4044.0,1812.933,2803.504,16.9375,16.4375,62.0,163.0,12.743788903732892,16.911895777552,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 17:48:04+11:00,C1,True,4036.0,1812.933,2803.504,16.9375,16.4375,62.0,163.0,12.743788903732892,16.911895777552,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 17:56:12+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4104.0,1598.64,882.9788,16.3125,16.375,64.0,162.0,11.71433606054374,6.652024306813196,20.64516129032258,12.25806451612903,,,,,20.64516129032258,20.64516129032258,
2022-10-12 18:05:58+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4104.0,1936.99,2310.469,16.25,16.375,64.0,162.0,13.136498192797406,14.761129845300058,20.64516129032258,12.25806451612903,,,,,20.64516129032258,20.64516129032258,
2022-10-12 18:10:51+11:00,C1,True,4033.0,1812.933,2787.5,16.9375,16.4375,62.0,163.0,12.743788903732892,16.842128936579567,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 18:15:44+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4103.0,1950.935,2310.469,16.3125,16.4375,63.0,160.0,13.208500203107077,14.77539261242113,20.32258064516129,11.61290322580645,,,,,20.32258064516129,20.32258064516129,
2022-10-12 18:22:03+11:00,C1,True,4033.0,1812.933,2787.5,16.875,16.4375,62.0,163.0,12.731468581748471,16.842128936579567,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 18:25:29+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4104.0,1950.935,2310.469,16.25,16.375,64.0,162.0,13.195831247738417,14.761129845300058,20.64516129032258,12.25806451612903,,,,,20.64516129032258,20.64516129032258,
2022-10-12 18:33:26+11:00,C1,True,4049.0,1812.933,2771.536,16.875,16.375,61.0,163.0,12.731468581748471,16.756280097503577,19.67741935483871,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 18:35:14+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4102.0,1950.935,2310.469,16.25,16.375,64.0,163.0,13.195831247738417,14.761129845300058,20.64516129032258,12.58064516129032,,,,,20.64516129032258,20.64516129032258,
2022-10-12 18:40:43+11:00,C1,True,4141.0,1598.64,1758.621,16.875,16.4375,61.0,162.0,11.815989588774071,12.415019001494914,19.67741935483871,12.25806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 18:44:59+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4096.0,1950.935,2310.469,16.25,16.375,64.0,162.0,13.195831247738417,14.761129845300058,20.64516129032258,12.25806451612903,,,,,20.64516129032258,20.64516129032258,
2022-10-12 18:52:06+11:00,C1,True,4135.0,1812.933,2771.536,16.875,16.375,61.0,163.0,12.731468581748471,16.756280097503577,19.67741935483871,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 18:54:45+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4093.0,1950.935,2310.469,16.25,16.375,64.0,162.0,13.195831247738417,14.761129845300058,20.64516129032258,12.25806451612903,,,,,20.64516129032258,20.64516129032258,
2022-10-12 19:03:17+11:00,C1,True,4138.0,1812.933,2771.536,16.875,16.4375,60.0,160.0,12.731468581748471,16.77256441058246,19.35483870967742,11.61290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.35483870967742,19.35483870967742,
2022-10-12 19:04:30+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4091.0,1950.935,2310.469,16.25,16.375,63.0,162.0,13.195831247738417,14.761129845300058,20.32258064516129,12.25806451612903,,,,,20.32258064516129,20.32258064516129,
2022-10-12 19:14:15+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4100.0,1950.935,2310.469,16.1875,16.375,63.0,162.0,13.18318657198198,14.761129845300058,20.32258064516129,12.25806451612903,,,,,20.32258064516129,20.32258064516129,
2022-10-12 19:14:33+11:00,C1,True,4136.0,1812.933,2771.536,16.8125,16.4375,62.0,163.0,12.719172058609155,16.77256441058246,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 19:24:00+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4091.0,1950.935,2310.469,16.1875,16.3125,62.0,159.0,13.18318657198198,14.746894587477984,20.0,11.290322580645151,,,,,20.0,20.0,
2022-10-12 19:24:15+11:00,,,,,,,,,,,,,,,,,,C2,True,4105.0,1455.767,1533.258,16.25,16.1875,78.0,159.0,11.101485789652646,11.416656987409487,25.161290322580644,11.290322580645151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.161290322580644,25.161290322580644,
2022-10-12 19:25:45+11:00,C1,True,4135.0,1812.933,2771.536,16.8125,16.375,61.0,163.0,12.719172058609155,16.756280097503577,19.67741935483871,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 19:33:45+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4095.0,1950.935,2310.469,16.25,16.3125,63.0,161.0,13.195831247738417,14.746894587477984,20.32258064516129,11.93548387096774,,,,,20.32258064516129,20.32258064516129,
2022-10-12 19:35:51+11:00,,,,,,,,,,,,,,,,,,C2,True,4115.0,1758.621,2819.549,16.125,16.1875,79.0,161.0,12.355734619012566,16.916071430765374,25.48387096774193,11.93548387096774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48387096774193,25.48387096774193,
2022-10-12 19:37:03+11:00,C1,True,4133.0,1812.933,2755.611,16.75,16.375,60.0,160.0,12.706899265424068,16.686983892290087,19.35483870967742,11.61290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.35483870967742,19.35483870967742,
2022-10-12 19:43:30+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4099.0,1950.935,2310.469,16.125,16.3125,63.0,162.0,13.170566106108032,14.746894587477984,20.32258064516129,12.25806451612903,,,,,20.32258064516129,20.32258064516129,
2022-10-12 19:47:20+11:00,,,,,,,,,,,,,,,,,,C2,True,4104.0,1758.621,2771.536,16.0625,16.1875,79.0,161.0,12.34394562064812,16.70761633056811,25.48387096774193,11.93548387096774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48387096774193,25.48387096774193,
2022-10-12 19:48:18+11:00,C1,True,4122.0,1812.933,2755.611,16.75,16.375,62.0,163.0,12.706899265424068,16.686983892290087,20.0,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,
2022-10-12 19:53:15+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4089.0,1950.935,2310.469,16.25,16.3125,63.0,162.0,13.195831247738417,14.746894587477984,20.32258064516129,12.25806451612903,,,,,20.32258064516129,20.32258064516129,
2022-10-12 19:58:55+11:00,,,,,,,,,,,,,,,,,,C2,True,4115.0,1772.152,2755.611,16.125,16.125,79.0,160.0,12.41293873136742,16.622442543540497,25.48387096774193,11.61290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48387096774193,25.48387096774193,
2022-10-12 19:59:30+11:00,C1,True,4122.0,1812.933,2755.611,16.75,16.375,61.0,162.0,12.706899265424068,16.686983892290087,19.67741935483871,12.25806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 20:03:00+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4098.0,1936.99,2310.469,16.25,16.3125,63.0,162.0,13.136498192797406,14.746894587477984,20.32258064516129,12.25806451612903,,,,,20.32258064516129,20.32258064516129,
2022-10-12 20:10:31+11:00,,,,,,,,,,,,,,,,,,C2,True,4105.0,1772.152,2739.726,16.125,16.125,79.0,161.0,12.41293873136742,16.553627970081124,25.48387096774193,11.93548387096774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48387096774193,25.48387096774193,
2022-10-12 20:10:53+11:00,C1,True,4131.0,1812.933,2755.611,16.6875,16.3125,61.0,162.0,12.694650133567968,16.670801613151035,19.67741935483871,12.25806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 20:12:45+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4097.0,1950.935,2310.469,16.25,16.25,63.0,161.0,13.195831247738417,14.732686759443784,20.32258064516129,11.93548387096774,,,,,20.32258064516129,20.32258064516129,
2022-10-12 20:21:55+11:00,,,,,,,,,,,,,,,,,,C2,True,4114.0,1772.152,2739.726,16.125,16.0625,79.0,161.0,12.41293873136742,16.537640213112198,25.48387096774193,11.93548387096774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48387096774193,25.48387096774193,
2022-10-12 20:22:04+11:00,C1,True,4129.0,1812.933,2755.611,16.5625,16.25,61.0,163.0,12.670222580662289,16.654650689283848,19.67741935483871,12.58064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 20:22:30+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4096.0,1950.935,2310.469,16.125,16.25,63.0,161.0,13.170566106108032,14.732686759443784,20.32258064516129,11.93548387096774,,,,,20.32258064516129,20.32258064516129,
2022-10-12 20:32:15+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4096.0,1950.935,2310.469,16.125,16.1875,62.0,161.0,13.170566106108032,14.718506281992454,20.0,11.93548387096774,,,,,20.0,20.0,
2022-10-12 20:33:18+11:00,,,,,,,,,,,,,,,,,,C2,True,4113.0,1785.714,2723.881,16.125,16.0625,79.0,161.0,12.470293079370997,16.469095544243988,25.48387096774193,11.93548387096774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48387096774193,25.48387096774193,
2022-10-12 20:33:32+11:00,C1,True,4127.0,1812.933,2755.611,16.5625,16.25,61.0,162.0,12.670222580662289,16.654650689283848,19.67741935483871,12.25806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 20:42:00+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4093.0,1950.935,2310.469,16.125,16.125,62.0,161.0,13.170566106108032,14.704353076223647,20.0,11.93548387096774,,,,,20.0,20.0,
2022-10-12 20:44:53+11:00,,,,,,,,,,,,,,,,,,C2,True,4111.0,1785.714,2723.881,16.0,16.0,79.0,160.0,12.446511221000492,16.45320791669685,25.48387096774193,11.61290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48387096774193,25.48387096774193,
2022-10-12 20:44:56+11:00,C1,True,4128.0,1812.933,2755.611,16.5625,16.1875,61.0,162.0,12.670222580662289,16.638531029644348,19.67741935483871,12.25806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
2022-10-12 20:51:45+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,True,4095.0,1950.935,2310.469,16.125,16.125,63.0,161.0,13.170566106108032,14.704353076223647,20.32258064516129,11.93548387096774,,,,,20.32258064516129,20.32258064516129,
2022-10-12 20:56:06+11:00,C1,True,4125.0,1812.933,2739.726,16.5625,16.1875,61.0,162.0,12.670222580662289,16.56964666927857,19.67741935483871,12.25806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67741935483871,19.67741935483871,
